title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
エルフ　ケアプラン,さいたま市南区鹿手袋6丁目16番23号 The Spring Village 103号室,35.843388,139.638779,middle,#FF00FF,#FFFFFF,2
のぞみケアマネジメント,さいたま市南区松本1-12-15,35.838165,139.62648,middle,#FF00FF,#FFFFFF,2
居宅介護支援事業所　あおぞら西浦和,さいたま市南区松本1丁目16番5号,35.836636,139.625885,middle,#FF00FF,#FFFFFF,2
こもれびの丘　居宅介護支援センター,さいたま市南区広ｹ谷戸130-1,35.860607,139.686569,middle,#FF00FF,#FFFFFF,2
山手ケアサービス株式会社,さいたま市南区大谷口字向原1460番地2号,35.859741,139.69133,middle,#FF00FF,#FFFFFF,2
みのり居宅介護支援事業所,さいたま市南区大谷口2029番地4,35.857002,139.692566,middle,#FF00FF,#FFFFFF,2
ニチイケアセンター大谷口,さいたま市南区大谷口5322,35.861774,139.692642,middle,#FF00FF,#FFFFFF,2
居宅介護支援事業所きらり,さいたま市南区大字大谷口5375,35.859653,139.695114,middle,#FF00FF,#FFFFFF,2
介護相談室ＡＬＯＨＡ,さいたま市南区大谷口1815番地107,35.857578,139.690399,middle,#FF00FF,#FFFFFF,2
居宅介護支援事業所　あおぞら中央,さいたま市南区円正寺518番地5,35.853157,139.695435,middle,#FF00FF,#FFFFFF,2
ことぶきケアプランセンター,さいたま市南区白幡3-2-9　第一コーポミチ201,35.844311,139.653564,middle,#FF00FF,#FFFFFF,2
マエノ薬局　,さいたま市南区根岸5-13-14,35.844391,139.655914,middle,#FF00FF,#FFFFFF,2
