title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
ヒューマンライフケア南与野の湯,さいたま市中央区鈴谷2-549-24,35.86702,139.630219,medium,#00FF00,#FFFFFF,2
トラストケア居宅介護支援事業所,さいたま市中央区鈴谷4丁目10番5号,35.872883,139.623093,medium,#00FF00,#FFFFFF,2
ゆめみらい　与野本町,さいたま市中央区鈴谷7丁目10番25号 ｱｽﾃﾘｽｸｴｱF号,35.875305,139.626663,medium,#00FF00,#FFFFFF,2
（有）フレンズ指定居宅介護支援事業所,さいたま市中央区上峰2-2-1 2階,35.874603,139.617691,medium,#00FF00,#FFFFFF,2
やさしい手与野本町居宅介護支援事業所,さいたま市中央区上峰4丁目1番9号 高瀬ﾋﾞﾙ202,35.875515,139.619553,medium,#00FF00,#FFFFFF,2
アトリオ訪問看護ステーション,さいたま市中央区上峰四丁目8番18号,35.877571,139.621094,medium,#00FF00,#FFFFFF,2
居宅介護支援事業所　かえで　桜区,さいたま市桜区白鍬758-1 ﾊﾟｽﾄﾗﾙNo.6 305,35.881569,139.603363,medium,#FFC0CB,#FFFFFF,2
学研ＦＳココファンさくらＣＣ,さいたま市桜区神田454-3,35.874027,139.605194,medium,#FFC0CB,#FFFFFF,2
居宅介護支援事業所　楽,さいたま市桜区神田236-1,35.873203,139.607147,medium,#FFC0CB,#FFFFFF,2
彩寿苑指定居宅介護支援センター,さいたま市桜区宿400,35.874466,139.593277,medium,#FFC0CB,#FFFFFF,2
指定居宅介護支援事業所　ファインハイム,さいたま市桜区宿372-1,35.876743,139.594818,medium,#FFC0CB,#FFFFFF,2
さいたまロイヤルの園居宅介護支援事業所,さいたま市桜区五関396番地2,35.866379,139.59584,medium,#FFC0CB,#FFFFFF,2
あずみ苑　五関,さいたま市桜区五関29番地1,35.872833,139.598709,medium,#FFC0CB,#FFFFFF,2
居宅介護支援事業所　ケアフル,さいたま市桜区五関463番地1,35.863209,139.597061,medium,#FFC0CB,#FFFFFF,2
医療法人聖仁会　在宅介護支援センター大久保,さいたま市桜区大字上大久保830番地1 西部在宅ｹｱｾﾝﾀｰ1F,35.871738,139.61499,medium,#FFC0CB,#FFFFFF,2
むさしのケア,さいたま市桜区上大久保893番地9-202,35.874027,139.614944,medium,#FFC0CB,#FFFFFF,2
ニチイケアセンター　浦和,さいたま市桜区下大久保186-7,35.863903,139.609818,medium,#FFC0CB,#FFFFFF,2
ぎま居宅介護支援事業所,さいたま市桜区下大久保1032番地4 ﾌｫｰﾗﾑﾊｲﾂ103,35.860954,139.601028,medium,#FFC0CB,#FFFFFF,2
特定非営利活動法人 さいたま自立支援センター,さいたま市桜区西堀5-2-10-504,35.854633,139.626541,medium,#FFC0CB,#FFFFFF,2
居宅介護支援事業所すずみな中浦和,さいたま市桜区西堀3丁目5番26号 ﾌﾟﾗﾝﾄﾞｰﾙ106号,35.853561,139.633774,medium,#FFC0CB,#FFFFFF,2
スター訪問看護ステーション,さいたま市桜区田島4-41-8,35.846813,139.626785,medium,#FFC0CB,#FFFFFF,2
ツクイさいたま西浦和,さいたま市桜区田島2-5-23,35.844692,139.633331,medium,#FFC0CB,#FFFFFF,2
愛希,さいたま市桜区田島4-38-3,35.848431,139.627228,medium,#FFC0CB,#FFFFFF,2
在宅介護支援センターすずのき,さいたま市桜区田島5-22-11-103,35.844437,139.628952,medium,#FFC0CB,#FFFFFF,2
居宅介護支援センター三愛,さいたま市桜区田島四丁目33番5号,35.849247,139.626968,medium,#FFC0CB,#FFFFFF,2
ネヲハル　ケアプランセンター,さいたま市桜区田島4丁目9番8号,35.849941,139.632355,medium,#FFC0CB,#FFFFFF,2
オーディナリーケア居宅介護支援事業所,さいたま市桜区田島3丁目18番3号 DIVINE西浦和 4-C,35.845291,139.630798,medium,#FFC0CB,#FFFFFF,2
ケアワークわかくさ,さいたま市南区太田窪1977-1,35.852314,139.681427,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所埼玉さくらんぼⅠ番館,さいたま市南区大字太田窪3504-3,35.849159,139.693222,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所　くるり,さいたま市南区太田窪5丁目24番11号 ｺｰﾎﾟしみず102,35.853657,139.679291,medium,#FF00FF,#FFFFFF,2
あさひ,さいたま市南区大谷場1-17-5,35.855499,139.67012,medium,#FF00FF,#FFFFFF,2
アスモ介護サービス埼玉,さいたま市南区南浦和2-33-13 ｴﾊﾞﾀﾋﾞﾙ202号室,35.849113,139.671921,medium,#FF00FF,#FFFFFF,2
東京海上日動みずたまST南浦和ケアプランセンター,さいたま市南区南浦和2-36-11 ｶﾄﾚﾔﾋﾞﾙ2階,35.848007,139.670013,medium,#FF00FF,#FFFFFF,2
ケア２１　浦和,さいたま市南区南浦和3-35-22 ヴｨﾗ明和 103号室,35.84573,139.67337,medium,#FF00FF,#FFFFFF,2
医療法人明医研ケアメイト訪問看護ステーション,さいたま市南区別所6-18-8,35.848248,139.642654,medium,#FF00FF,#FFFFFF,2
株式会社　ステラ,さいたま市南区別所3丁目1番3号 小川ﾋﾞﾙ2-B,35.855572,139.647232,medium,#FF00FF,#FFFFFF,2
ケアサービス奏,さいたま市南区別所1-11-2,35.852932,139.648285,medium,#FF00FF,#FFFFFF,2
医心館　居宅介護支援事業所　武蔵浦和,さいたま市南区別所2丁目24番3号,35.85083,139.64592,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所　ソラスト武蔵浦和,さいたま市南区白幡4-19-1 第二春日ﾋﾞﾙ1階,35.841427,139.652206,medium,#FF00FF,#FFFFFF,2
コープみらい　さいたま介護センター,さいたま市南区根岸2-15-2 2階,35.841976,139.665344,medium,#FF00FF,#FFFFFF,2
マエノ薬局　,さいたま市南区根岸5-13-14,35.844391,139.655914,medium,#FF00FF,#FFFFFF,2
愛ケア　浦和居宅介護支援事業所,さいたま市南区根岸1丁目3番9号 ﾂﾈﾋﾞﾙ502号室,35.844128,139.664764,medium,#FF00FF,#FFFFFF,2
有限会社　ライフサポートさいたま,さいたま市南区文蔵3丁目23番地5号,35.839493,139.673813,medium,#FF00FF,#FFFFFF,2
厚生福祉自動車有限会社　ハロー介護,さいたま市南区文蔵3-27-5,35.837395,139.673615,medium,#FF00FF,#FFFFFF,2
ケアサービス　きりん,さいたま市南区文蔵4-5-6,35.840454,139.66925,medium,#FF00FF,#FFFFFF,2
ファインケア浦和,さいたま市南区文蔵2-2-1,35.844315,139.669693,medium,#FF00FF,#FFFFFF,2
ケアマネ事業所ひなた,さいたま市南区文蔵3丁目18番3号 212,35.841805,139.673874,medium,#FF00FF,#FFFFFF,2
スマイル　ファクトリー,さいたま市南区文蔵1丁目20番12号,35.842201,139.671097,medium,#FF00FF,#FFFFFF,2
ねこさんプランニング,さいたま市南区文蔵5丁目18番2号 302 ﾊﾞﾁｭﾗｰ浦和,35.834293,139.674957,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所　エールサービス,さいたま市南区辻4-7-4 秋本ﾋﾞﾙ2F,35.836346,139.658096,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所あすなろホーム,さいたま市南区辻7-13-15,35.832794,139.665222,medium,#FF00FF,#FFFFFF,2
エム・ケア・マネジメント,さいたま市南区辻4-19-19,35.835022,139.655334,medium,#FF00FF,#FFFFFF,2
どりーむ居宅介護支援事業所,さいたま市南区辻3丁目4番1号 1F,35.839802,139.657745,medium,#FF00FF,#FFFFFF,2
ベネッセ介護センターさいたま,さいたま市南区沼影1丁目29番6号 ﾀﾞｲﾔｺｰﾎﾟ103号,35.842197,139.641495,medium,#FF00FF,#FFFFFF,2
さいたま市在宅介護支援センター ハートランド武蔵浦和,さいたま市南区別所3丁目16番11号 埼玉ﾋﾞﾙ503,35.854824,139.645615,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所　けやきホームズ,さいたま市南区鹿手袋7-13-4,35.84697,139.635544,medium,#FF00FF,#FFFFFF,2
ケアプランセンターつむぎ,さいたま市南区鹿手袋4-26-29 ﾀﾞｲﾔﾓﾝﾄﾞﾊｲﾂ103,35.84726,139.638321,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所　あさひケアサービス,さいたま市南区鹿手袋6丁目7番19号 2F,35.845573,139.637558,medium,#FF00FF,#FFFFFF,2
ケアプランひばり浦和,さいたま市南区鹿手袋3丁目15番13号,35.849541,139.641983,medium,#FF00FF,#FFFFFF,2
エルフ　ケアプラン,さいたま市南区鹿手袋6丁目16番23号 The Spring Village 103号室,35.843388,139.638779,medium,#FF00FF,#FFFFFF,2
浦和・あおいホームケアサービス,さいたま市南区内谷5丁目24番1号,35.830288,139.644623,medium,#FF00FF,#FFFFFF,2
のぞみケアマネジメント,さいたま市南区松本1-12-15,35.838165,139.62648,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所　あおぞら西浦和,さいたま市南区松本1丁目16番5号,35.836636,139.625885,medium,#FF00FF,#FFFFFF,2
こもれびの丘　居宅介護支援センター,さいたま市南区広ｹ谷戸130-1,35.860607,139.686569,medium,#FF00FF,#FFFFFF,2
山手ケアサービス株式会社,さいたま市南区大谷口字向原1460番地2号,35.859741,139.69133,medium,#FF00FF,#FFFFFF,2
みのり居宅介護支援事業所,さいたま市南区大谷口2029番地4,35.857002,139.692566,medium,#FF00FF,#FFFFFF,2
ニチイケアセンター大谷口,さいたま市南区大谷口5322,35.861774,139.692642,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所きらり,さいたま市南区大字大谷口5375,35.859653,139.695114,medium,#FF00FF,#FFFFFF,2
介護相談室ＡＬＯＨＡ,さいたま市南区大谷口1815番地107,35.857578,139.690399,medium,#FF00FF,#FFFFFF,2
居宅介護支援事業所　あおぞら中央,さいたま市南区円正寺518番地5,35.853157,139.695435,medium,#FF00FF,#FFFFFF,2
Cosmosケアプラン,さいたま市緑区山崎1丁目10番20号 鈴やﾋﾞﾙ1F,35.890026,139.664978,medium,#008800,#FFFFFF,2
居宅介護支援事業所　さいたま青木,さいたま市緑区道祖土2-12-10 ｻﾝﾊｲﾂｻｲﾄﾞ202,35.879974,139.671631,medium,#008800,#FFFFFF,2
夢たまケアプラン,さいたま市緑区三室1290-3,35.880573,139.674683,medium,#008800,#FFFFFF,2
居宅介護支援センター　ドリームパレット,さいたま市緑区三室213番地7,35.888737,139.668015,medium,#008800,#FFFFFF,2
コープみらい浦和東介護センター,さいたま市緑区三室1342-4 斉藤ﾏﾝｼｮﾝ2階,35.881149,139.676285,medium,#008800,#FFFFFF,2
新しい介護を創造する　ユニバーサルケア悠々,さいたま市緑区三室1354番地1,35.881931,139.675018,medium,#008800,#FFFFFF,2
グリーンヒルうらわ在宅介護支援センター,さいたま市緑区馬場1丁目7番地1,35.890755,139.680878,medium,#008800,#FFFFFF,2
れんけい訪問看護ステーション,さいたま市緑区松木3-16-6 2F,35.883976,139.688156,medium,#008800,#FFFFFF,2
リバティハウス在宅介護支援センター,さいたま市緑区松木3-29-5,35.883709,139.690369,medium,#008800,#FFFFFF,2
居宅介護支援事業所あさがお東浦和,さいたま市緑区大間木550-1,35.873543,139.698776,medium,#008800,#FFFFFF,2
介護の相談所はな,さいたま市緑区下山口新田11-2,35.86256,139.717163,medium,#008800,#FFFFFF,2
つつみ居宅介護支援事業所,さいたま市緑区東浦和7-13-5,35.870892,139.702759,medium,#008800,#FFFFFF,2
未来介護サービス,さいたま市緑区東浦和2-74-1 ﾎﾞﾝﾒｿﾞﾝ103,35.863087,139.696732,medium,#008800,#FFFFFF,2
なごやかケアプラン東浦和,さいたま市緑区東浦和4丁目26番地9,35.868916,139.700409,medium,#008800,#FFFFFF,2
指定居宅介護支援事業所「尚和園在宅介護支援センター」,さいたま市緑区原山3-15-31,35.872219,139.675842,medium,#008800,#FFFFFF,2
あんしん介護ステーション浦和居宅介護支援センター,さいたま市緑区原山1-28-22,35.86599,139.673706,medium,#008800,#FFFFFF,2
浦和しぶや苑,さいたま市緑区中尾925番地,35.874798,139.681396,medium,#008800,#FFFFFF,2
デイサービスセンター　つくしんぼ浦和,さいたま市緑区中尾3175,35.865845,139.691238,medium,#008800,#FFFFFF,2
樹楽　介護相談センター　イオンモール浦和美園店,さいたま市緑区美園5-50-1 ｲｵﾝﾓｰﾙ浦和美園2F,35.890839,139.731522,medium,#008800,#FFFFFF,2
イリーゼ浦和大門居宅介護支援事業所,さいたま市緑区大字大門808,35.879124,139.737854,medium,#008800,#FFFFFF,2
エスポワールさいたま　居宅介護支援事業所,さいたま市緑区大字大門1548-7,35.88192,139.728287,medium,#008800,#FFFFFF,2
医心館　居宅介護支援事業所　浦和美園,さいたま市緑区大門1711番地1,35.884781,139.727448,medium,#008800,#FFFFFF,2
居宅介護支援レジデンス浦和美園,さいたま市緑区美園五丁目43番地10,35.894043,139.732544,medium,#008800,#FFFFFF,2
居宅介護支援事業所　シーパス,さいたま市緑区大字中野田1251番地2 ﾜｰｸｵﾌｨｽ中野田206,35.898277,139.718323,medium,#008800,#FFFFFF,2
スマイルハウス居宅介護支援センター,さいたま市緑区大崎2160,35.888588,139.705795,medium,#008800,#FFFFFF,2
居宅介護支援事業所　あさがお,さいたま市緑区大崎3385番地1,35.887218,139.715668,medium,#008800,#FFFFFF,2
白寿園老人介護支援センター,さいたま市緑区寺山157,35.904835,139.710831,medium,#008800,#FFFFFF,2
ケア大宮花の丘居宅介護支援センター,さいたま市西区内野本郷975-5,35.938267,139.590607,medium,#FFFF00,#FFFFFF,2
華齢なるケアマネたち,さいたま市西区大字内野本郷693番地46,35.937901,139.594086,medium,#FFFF00,#FFFFFF,2
居宅介護支援事業所　あさがお　清河寺,さいたま市西区大字内野本郷1004 ﾓﾙｹﾞﾝﾊｲﾑ103号室,35.93581,139.588913,medium,#FFFF00,#FFFFFF,2
リハ倶楽部　さくら,さいたま市西区宮前町192-1,35.922966,139.591354,medium,#FFFF00,#FFFFFF,2
愛の家居宅介護支援センター大宮指扇,さいたま市西区指扇566-1,35.907772,139.584076,medium,#FFFF00,#FFFFFF,2
医療生協おおみやケアセンター,さいたま市西区指扇1070,35.912121,139.578415,medium,#FFFF00,#FFFFFF,2
居宅介護支援事業所　緑水苑指扇,さいたま市西区指扇1570-2,35.916065,139.58168,medium,#FFFF00,#FFFFFF,2
ケアプラン西大宮　萌,さいたま市西区指扇757番地1,35.910721,139.57637,medium,#FFFF00,#FFFFFF,2
大宮・あおいホームケアサービス,さいたま市西区清河寺685-1,35.933708,139.582596,medium,#FFFF00,#FFFFFF,2
楽しいわが家　居宅介護支援事業所,さいたま市西区三橋6-21-2,35.910812,139.589386,medium,#FFFF00,#FFFFFF,2
わんわん介護,さいたま市西区三橋5-600-1,35.910999,139.593109,medium,#FFFF00,#FFFFFF,2
中野林ゆめの園　在宅介護支援センター,さいたま市西区中野林字中郷650番の1,35.892521,139.588013,medium,#FFFF00,#FFFFFF,2
くるみ,さいたま市西区西遊馬1259-2,35.914299,139.563797,medium,#FFFF00,#FFFFFF,2
高齢者ケアセンターゆらぎ居宅介護支援センター,さいたま市西区大字西遊馬1556番地1,35.911991,139.56398,medium,#FFFF00,#FFFFFF,2
プライエボーリくるみ,さいたま市西区西遊馬367-5 ﾌﾟﾗｲｴﾎﾞｰﾘ湯澤1階,35.904766,139.574951,medium,#FFFF00,#FFFFFF,2
介護相談センター　琉聖,さいたま市西区土屋1734番地1 上新田ｱﾊﾟｰﾄ 201号,35.910999,139.570236,medium,#FFFF00,#FFFFFF,2
居宅介護支援事業所　遊美園,さいたま市西区佐知川1522-1,35.904881,139.576447,medium,#FFFF00,#FFFFFF,2
