title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
ケアプランあい介護,さいたま市岩槻区南平野二丁目4番地15,35.958591,139.718735,middle,#00FFFF,#FFFFFF,2
あしすとケアプラン岩槻,さいたま市岩槻区南平野3丁目21番12号,35.952,139.715164,middle,#00FFFF,#FFFFFF,2
居宅介護支援　フローラ岩槻,さいたま市岩槻区仲町1-9-7,35.946537,139.701111,middle,#00FFFF,#FFFFFF,2
居宅介護支援事業所　フローラ岩槻仲町,さいたま市岩槻区仲町1丁目12番27号,35.947517,139.701248,middle,#00FFFF,#FFFFFF,2
ケアプラン　彩,さいたま市岩槻区仲町1-4-17 仲町ｺｰﾎﾟﾗｽ101,35.945568,139.70253,middle,#00FFFF,#FFFFFF,2
有限会社岩槻市薬剤会事業部会　岩槻介護,さいたま市岩槻区東町2-6-35,35.944534,139.701782,middle,#00FFFF,#FFFFFF,2
訪問看護ステーションいわつき,さいたま市岩槻区本町2丁目7番2号,35.943604,139.695145,middle,#00FFFF,#FFFFFF,2
居宅介護支援事業所　ひびき,さいたま市岩槻区本町4-2-7,35.949215,139.697174,middle,#00FFFF,#FFFFFF,2
居宅介護支援事業所　メープル,さいたま市岩槻区本町1-15-8,35.945393,139.692627,middle,#00FFFF,#FFFFFF,2
ＳＯＭＰＯケア　さいたま岩槻　居宅介護支援,さいたま市岩槻区本町2-12-11,35.94688,139.696991,middle,#00FFFF,#FFFFFF,2
居宅介護支援事業所　さくらんぼ,さいたま市岩槻区本丸1-36-27,35.953808,139.703735,middle,#00FFFF,#FFFFFF,2
ケアプラン　ひなたぼっこ,さいたま市岩槻区岩槻346番地1,35.962112,139.683731,middle,#00FFFF,#FFFFFF,2
居宅介護支援事業所　コンフォケア,さいたま市岩槻区岩槻5367-3,35.962749,139.682129,middle,#00FFFF,#FFFFFF,2
evergreen SUPPORT OFFICE,さいたま市岩槻区岩槻6821番地,35.965233,139.699005,middle,#00FFFF,#FFFFFF,2
ケアプランおはなみ,さいたま市岩槻区大字岩槻6795番地,35.957832,139.686401,middle,#00FFFF,#FFFFFF,2
ケアメディカル岩槻居宅介護支援事業所,さいたま市岩槻区南辻22-2,35.96286,139.700974,middle,#00FFFF,#FFFFFF,2
ケアサービス白鶴ホーム,さいたま市岩槻区宮町1-5-12,35.958321,139.698471,middle,#00FFFF,#FFFFFF,2
グリーンケアプラン岩槻,さいたま市岩槻区西町5丁目5-6 ﾔｽﾄﾐﾊｲﾂ103号,35.95557,139.693069,middle,#00FFFF,#FFFFFF,2
合同会社　ケアプランほーりぃ,さいたま市岩槻区並木1-27-22 ﾒｿﾞﾝ･ﾄﾞ･ﾌﾟﾚﾘｭｰﾄﾞ105,35.946541,139.682999,middle,#00FFFF,#FFFFFF,2
こもれびの窓,さいたま市岩槻区箕輪90-7,35.959381,139.680603,middle,#00FFFF,#FFFFFF,2
社会福祉法人春秋会松鶴園,さいたま市岩槻区古ｹ場11,35.980259,139.696732,middle,#00FFFF,#FFFFFF,2
居宅介護支援事業所　サンケアプラン,さいたま市岩槻区本宿486-8,35.963608,139.675293,middle,#00FFFF,#FFFFFF,2
NPOケアサービス　愛風,さいたま市岩槻区平林寺905-1,35.970039,139.678513,middle,#00FFFF,#FFFFFF,2
居宅介護支援事業所ルミナス岩槻,さいたま市岩槻区馬込1292-6,35.970203,139.658371,middle,#00FFFF,#FFFFFF,2
コスモ訪問看護ステーション岩槻,さいたま市岩槻区西原6番33号,35.952839,139.683472,middle,#00FFFF,#FFFFFF,2
さいたま市社協ケアプラン岩槻,さいたま市岩槻区本町3-2-5,35.949875,139.693375,middle,#00FFFF,#FFFFFF,2
